text,label,label_encoded,text_length,word_count
i've been planning to hurt myself. can't take it anymore.,crisis,2,57,10
"This week, i'm going to end it all soon. made my decision.",crisis,2,58,12
Can't stop thinking about ending everything.,crisis,2,44,6
"Today, had a productive workout session this morning. Had a productive workout session this morning.",low_stress,0,100,15
"Lately, had a restful sleep last night. feeling refreshed.",low_stress,0,58,9
Life feels meaningless. I don't want to be here.,crisis,2,48,9
Having trouble managing my emotions lately. Feeling burned out. Everything feels like too much.,high_stress,1,95,14
Can't stop thinking about ending everything. I don't see a way out of this situation anymore.,crisis,2,93,16
"Today, haven't been sleeping well. mind keeps racing at night. Financial stress is getting to me. Bills keep piling up.",high_stress,1,119,20
I'm a burden to everyone. They'd be better off without me.,crisis,2,58,11
Thinking about suicide constantly. Can't escape these thoughts.,crisis,2,63,8
The pain is unbearable. I don't want to feel this way anymore.,crisis,2,62,12
Had a nice dinner with friends. Good times! Enjoying my new hobby. It's very relaxing.,low_stress,0,86,15
Haven't been sleeping well. Mind keeps racing at night. Financial stress is getting to me. Bills keep piling up.,high_stress,1,112,19
"This month, feeling like there's no point in continuing. I don't see a way out of this situation anymore.",crisis,2,105,19
Everyone would be happier if I wasn't around.,crisis,2,45,8
Feeling like there's no point in continuing.,crisis,2,44,7
Work has been really overwhelming lately. So many deadlines.,high_stress,1,60,9
Had a nice dinner with friends. Good times! Feeling content with life right now.,low_stress,0,80,14
"Today, struggling to keep up with everything. feeling exhausted.",high_stress,1,64,9
"Recently, had a difficult conversation today. still feeling tense. Had a difficult conversation today. Still feeling tense.",high_stress,1,123,17
Haven't been sleeping well. Mind keeps racing at night.,high_stress,1,55,9
had a nice dinner with friends. good times! Had a great day at work today. Feeling productive and happy.,low_stress,0,104,19
"This month, anxiety has been high this week. hard to relax. Feeling anxious about the upcoming presentation.",high_stress,1,108,17
Feeling completely hopeless. Nothing seems to matter.,crisis,2,53,7
Had a good conversation with my family today.,low_stress,0,45,8
"This week, i want to disappear. nobody would even notice. Feeling like there's no point in continuing.",crisis,2,102,17
Had a good conversation with my family today. Had a productive workout session this morning.,low_stress,0,92,15
Had a productive workout session this morning. Completed my project on time. Feeling accomplished!,low_stress,0,98,14
"This month, had a nice dinner with friends. good times!",low_stress,0,55,10
Finished reading a great book. Highly recommend it.,low_stress,0,51,8
Had a great day at work today. Feeling productive and happy.,low_stress,0,60,11
Completed my project on time. Feeling accomplished!,low_stress,0,51,7
"Yesterday, had a good conversation with my family today.",low_stress,0,56,9
"This month, i want to disappear. nobody would even notice.",crisis,2,58,10
had a difficult conversation today. still feeling tense. Feeling overwhelmed by responsibilities.,high_stress,1,97,12
I don't see a way out of this situation anymore.,crisis,2,48,10
Had a productive workout session this morning.,low_stress,0,46,7
Feeling completely hopeless. Nothing seems to matter.,crisis,2,53,7
Feeling anxious about the upcoming presentation. Anxiety has been high this week. Hard to relax.,high_stress,1,96,15
Financial stress is getting to me. Bills keep piling up.,high_stress,1,56,10
"Recently, had a nice dinner with friends. good times!",low_stress,0,53,9
Excited about the weekend plans with friends.,low_stress,0,45,7
had a restful sleep last night. feeling refreshed.,low_stress,0,50,8
work has been really overwhelming lately. so many deadlines.,high_stress,1,60,9
"Lately, can't seem to focus on anything. mind is all over the place. Had a difficult conversation today. Still feeling tense.",high_stress,1,125,21
The darkness is overwhelming. I see no light ahead.,crisis,2,51,9
Financial stress is getting to me. Bills keep piling up.,high_stress,1,56,10
Feeling isolated. Haven't seen friends in weeks. Feeling anxious about the upcoming presentation.,high_stress,1,97,13
Feeling anxious about the upcoming presentation. Having trouble managing my emotions lately.,high_stress,1,92,12
Had a difficult conversation today. Still feeling tense.,high_stress,1,56,8
Had a nice dinner with friends. Good times!,low_stress,0,43,8
"This week, had a difficult conversation today. still feeling tense.",high_stress,1,67,10
I'm a burden to everyone. They'd be better off without me.,crisis,2,58,11
grateful for the support from my colleagues. Had a good conversation with my family today.,low_stress,0,90,15
Work-life balance is completely off. Need a break.,high_stress,1,50,8
Feeling completely hopeless. Nothing seems to matter.,crisis,2,53,7
completed my project on time. feeling accomplished!,low_stress,0,51,7
I want to disappear. Nobody would even notice.,crisis,2,46,8
Had a productive workout session this morning. Had a great day at work today. Feeling productive and happy.,low_stress,0,107,18
"Today, finished reading a great book. highly recommend it.",low_stress,0,58,9
Just finished a nice walk in the park. The weather is beautiful.,low_stress,0,64,12
"Recently, work-life balance is completely off. need a break.",high_stress,1,60,9
grateful for the support from my colleagues. Excited about the weekend plans with friends.,low_stress,0,90,14
Struggling to keep up with everything. Feeling exhausted.,high_stress,1,57,8
"Recently, looking forward to the vacation next month.",low_stress,0,53,8
"This month, had a good conversation with my family today. Completed my project on time. Feeling accomplished!",low_stress,0,109,17
"Lately, financial stress is getting to me. bills keep piling up.",high_stress,1,64,11
had a difficult conversation today. still feeling tense.,high_stress,1,56,8
everyone would be happier if i wasn't around. Feeling completely hopeless. Nothing seems to matter.,crisis,2,99,15
Just finished a nice walk in the park. The weather is beautiful. Had a nice dinner with friends. Good times!,low_stress,0,108,20
I can't do this anymore. The suffering is too much.,crisis,2,51,10
I want to disappear. Nobody would even notice.,crisis,2,46,8
"This week, had a productive workout session this morning.",low_stress,0,57,9
"Today, i'm going to end it all soon. made my decision.",crisis,2,54,11
"Today, had a productive workout session this morning.",low_stress,0,53,8
feeling overwhelmed by responsibilities.,high_stress,1,40,4
I've been planning to hurt myself. Can't take it anymore.,crisis,2,57,10
Had a productive workout session this morning.,low_stress,0,46,7
"Recently, feeling anxious about the upcoming presentation.",high_stress,1,58,7
"This week, everyone would be happier if i wasn't around.",crisis,2,56,10
I don't see a way out of this situation anymore. I want to disappear. Nobody would even notice.,crisis,2,95,18
Made progress on my goals today. Feeling motivated.,low_stress,0,51,8
"Today, had a great day at work today. feeling productive and happy.",low_stress,0,67,12
Feeling completely hopeless. Nothing seems to matter.,crisis,2,53,7
I'm a burden to everyone. They'd be better off without me.,crisis,2,58,11
Looking forward to the vacation next month.,low_stress,0,43,7
Made progress on my goals today. Feeling motivated.,low_stress,0,51,8
Struggling to keep up with everything. Feeling exhausted.,high_stress,1,57,8
Everyone would be happier if I wasn't around.,crisis,2,45,8
Finished reading a great book. Highly recommend it. Feeling positive about the future.,low_stress,0,86,13
"Yesterday, had a great day at work today. feeling productive and happy.",low_stress,0,71,12
Work has been really overwhelming lately. So many deadlines.,high_stress,1,60,9
"Lately, feeling like there's no point in continuing.",crisis,2,52,8
Just finished a nice walk in the park. The weather is beautiful. Had a productive workout session this morning.,low_stress,0,111,19
Worried about my health. Need to see a doctor soon.,high_stress,1,51,10
"This week, thinking about suicide constantly. can't escape these thoughts.",crisis,2,74,10
Feeling overwhelmed by responsibilities.,high_stress,1,40,4
"Lately, i can't do this anymore. the suffering is too much. I'm going to end it all soon. Made my decision.",crisis,2,107,21
"Recently, i'm a burden to everyone. they'd be better off without me.",crisis,2,68,12
"Lately, finished reading a great book. highly recommend it.",low_stress,0,59,9
Feeling like there's no point in continuing. Can't handle the pain anymore. Need it to stop.,crisis,2,92,16
"Lately, enjoying my new hobby. it's very relaxing.",low_stress,0,50,8
"Yesterday, i'm going to end it all soon. made my decision. I want to disappear. Nobody would even notice.",crisis,2,105,19
"Today, i'm a burden to everyone. they'd be better off without me.",crisis,2,65,12
having trouble managing my emotions lately.,high_stress,1,43,6
Looking forward to the vacation next month.,low_stress,0,43,7
Grateful for the support from my colleagues.,low_stress,0,44,7
Had a nice dinner with friends. Good times! Just finished a nice walk in the park. The weather is beautiful.,low_stress,0,108,20
Can't stop thinking about ending everything.,crisis,2,44,6
"Lately, feeling overwhelmed by responsibilities.",high_stress,1,48,5
Had a nice dinner with friends. Good times! Grateful for the support from my colleagues.,low_stress,0,88,15
"Lately, feeling positive about the future.",low_stress,0,42,6
"Recently, i'm going to end it all soon. made my decision. The pain is unbearable. I don't want to feel this way anymore.",crisis,2,120,23
"Yesterday, just finished a nice walk in the park. the weather is beautiful. Had a good conversation with my family today.",low_stress,0,121,21
"Lately, had a restful sleep last night. feeling refreshed.",low_stress,0,58,9
Made progress on my goals today. Feeling motivated.,low_stress,0,51,8
I don't see a way out of this situation anymore. Everyone would be happier if I wasn't around.,crisis,2,94,18
Work-life balance is completely off. Need a break.,high_stress,1,50,8
Feeling completely hopeless. Nothing seems to matter. Can't handle the pain anymore. Need it to stop.,crisis,2,101,16
I'm going to end it all soon. Made my decision. I'm going to end it all soon. Made my decision.,crisis,2,95,20
Can't stop thinking about ending everything.,crisis,2,44,6
Can't handle the pain anymore. Need it to stop.,crisis,2,47,9
The pain is unbearable. I don't want to feel this way anymore.,crisis,2,62,12
Made progress on my goals today. Feeling motivated. Excited about the weekend plans with friends.,low_stress,0,97,15
Financial stress is getting to me. Bills keep piling up. Feeling overwhelmed by responsibilities.,high_stress,1,97,14
Had a great day at work today. Feeling productive and happy. Had a productive workout session this morning.,low_stress,0,107,18
Life feels meaningless. I don't want to be here.,crisis,2,48,9
I don't see a way out of this situation anymore.,crisis,2,48,10
I've been planning to hurt myself. Can't take it anymore.,crisis,2,57,10
worried about my health. need to see a doctor soon.,high_stress,1,51,10
Work has been really overwhelming lately. So many deadlines.,high_stress,1,60,9
Feeling content with life right now.,low_stress,0,36,6
The darkness is overwhelming. I see no light ahead.,crisis,2,51,9
"Lately, feeling overwhelmed by responsibilities. Feeling isolated. Haven't seen friends in weeks.",high_stress,1,97,12
Can't seem to focus on anything. Mind is all over the place.,high_stress,1,60,12
"This week, feeling overwhelmed by responsibilities.",high_stress,1,51,6
I've been planning to hurt myself. Can't take it anymore. I'm going to end it all soon. Made my decision.,crisis,2,105,20
"Recently, made progress on my goals today. feeling motivated.",low_stress,0,61,9
"Lately, had a restful sleep last night. feeling refreshed. Had a nice dinner with friends. Good times!",low_stress,0,102,17
"This month, grateful for the support from my colleagues.",low_stress,0,56,9
"Lately, had a nice dinner with friends. good times!",low_stress,0,51,9
Feeling completely hopeless. Nothing seems to matter.,crisis,2,53,7
"Lately, the darkness is overwhelming. i see no light ahead.",crisis,2,59,10
"This month, can't seem to focus on anything. mind is all over the place. Can't seem to focus on anything. Mind is all over the place.",high_stress,1,133,26
Thinking about suicide constantly. Can't escape these thoughts.,crisis,2,63,8
"This week, grateful for the support from my colleagues.",low_stress,0,55,9
"Today, having trouble managing my emotions lately.",high_stress,1,50,7
Grateful for the support from my colleagues. Had a great day at work today. Feeling productive and happy.,low_stress,0,105,18
Had a productive workout session this morning. Feeling positive about the future.,low_stress,0,81,12
"Lately, i don't see a way out of this situation anymore.",crisis,2,56,11
"This week, thinking about suicide constantly. can't escape these thoughts.",crisis,2,74,10
"This month, feeling burned out. everything feels like too much.",high_stress,1,63,10
"Recently, just finished a nice walk in the park. the weather is beautiful.",low_stress,0,74,13
"Lately, i'm a burden to everyone. they'd be better off without me. I'm a burden to everyone. They'd be better off without me.",crisis,2,125,23
"This week, had a great day at work today. feeling productive and happy.",low_stress,0,71,13
Financial stress is getting to me. Bills keep piling up.,high_stress,1,56,10
Can't stop thinking about ending everything.,crisis,2,44,6
The darkness is overwhelming. I see no light ahead.,crisis,2,51,9
I don't see a way out of this situation anymore.,crisis,2,48,10
Feeling like there's no point in continuing.,crisis,2,44,7
Just finished a nice walk in the park. The weather is beautiful.,low_stress,0,64,12
Can't seem to focus on anything. Mind is all over the place.,high_stress,1,60,12
"Yesterday, feeling isolated. haven't seen friends in weeks.",high_stress,1,59,8
"This week, excited about the weekend plans with friends. Had a great day at work today. Feeling productive and happy.",low_stress,0,117,20
Just finished a nice walk in the park. The weather is beautiful.,low_stress,0,64,12
feeling isolated. haven't seen friends in weeks. Anxiety has been high this week. Hard to relax.,high_stress,1,96,16
Enjoying my new hobby. It's very relaxing.,low_stress,0,42,7
Feeling anxious about the upcoming presentation.,high_stress,1,48,6
"Lately, had a good conversation with my family today. Completed my project on time. Feeling accomplished!",low_stress,0,105,16
"Yesterday, the darkness is overwhelming. i see no light ahead.",crisis,2,62,10
I've been planning to hurt myself. Can't take it anymore. The pain is unbearable. I don't want to feel this way anymore.,crisis,2,120,22
Work-life balance is completely off. Need a break. Work has been really overwhelming lately. So many deadlines.,high_stress,1,111,17
"Lately, having trouble managing my emotions lately.",high_stress,1,51,7
"Lately, just finished a nice walk in the park. the weather is beautiful.",low_stress,0,72,13
"This week, feeling positive about the future.",low_stress,0,45,7
Had a nice dinner with friends. Good times!,low_stress,0,43,8
Had a restful sleep last night. Feeling refreshed.,low_stress,0,50,8
Feeling like there's no point in continuing. The pain is unbearable. I don't want to feel this way anymore.,crisis,2,107,19
Feeling anxious about the upcoming presentation.,high_stress,1,48,6
Haven't been sleeping well. Mind keeps racing at night.,high_stress,1,55,9
Feeling isolated. Haven't seen friends in weeks. Relationship problems are causing a lot of stress.,high_stress,1,99,15
had a nice dinner with friends. good times!,low_stress,0,43,8
"Today, feeling content with life right now.",low_stress,0,43,7
"This month, finished reading a great book. highly recommend it.",low_stress,0,63,10
Grateful for the support from my colleagues. Had a productive workout session this morning.,low_stress,0,91,14
feeling isolated. haven't seen friends in weeks.,high_stress,1,48,7
Can't seem to focus on anything. Mind is all over the place.,high_stress,1,60,12
Had a nice dinner with friends. Good times!,low_stress,0,43,8
"Today, worried about my health. need to see a doctor soon. Had a difficult conversation today. Still feeling tense.",high_stress,1,115,19
Life feels meaningless. I don't want to be here.,crisis,2,48,9
"This week, can't seem to focus on anything. mind is all over the place. Haven't been sleeping well. Mind keeps racing at night.",high_stress,1,127,23
Feeling isolated. Haven't seen friends in weeks. Struggling to keep up with everything. Feeling exhausted.,high_stress,1,106,15
Life feels meaningless. I don't want to be here.,crisis,2,48,9
"This month, feeling isolated. haven't seen friends in weeks. Feeling burned out. Everything feels like too much.",high_stress,1,112,17
"Today, the pain is unbearable. i don't want to feel this way anymore.",crisis,2,69,13
Feeling overwhelmed by responsibilities.,high_stress,1,40,4
work-life balance is completely off. need a break.,high_stress,1,50,8
"Lately, work has been really overwhelming lately. so many deadlines.",high_stress,1,68,10
Feeling completely hopeless. Nothing seems to matter.,crisis,2,53,7
Had a productive workout session this morning.,low_stress,0,46,7
"Recently, having trouble managing my emotions lately.",high_stress,1,53,7
"This week, enjoying my new hobby. it's very relaxing.",low_stress,0,53,9
Financial stress is getting to me. Bills keep piling up. Feeling overwhelmed by responsibilities.,high_stress,1,97,14
"This week, i've been planning to hurt myself. can't take it anymore.",crisis,2,68,12
"This week, the pain is unbearable. i don't want to feel this way anymore.",crisis,2,73,14
"Lately, i can't do this anymore. the suffering is too much.",crisis,2,59,11
"Yesterday, grateful for the support from my colleagues.",low_stress,0,55,8
"Yesterday, relationship problems are causing a lot of stress.",high_stress,1,61,9
had a great day at work today. feeling productive and happy.,low_stress,0,60,11
Grateful for the support from my colleagues.,low_stress,0,44,7
"Recently, grateful for the support from my colleagues.",low_stress,0,54,8
Can't seem to focus on anything. Mind is all over the place. Can't seem to focus on anything. Mind is all over the place.,high_stress,1,121,24
"This month, anxiety has been high this week. hard to relax.",high_stress,1,59,11
Had a nice dinner with friends. Good times!,low_stress,0,43,8
Feeling like there's no point in continuing.,crisis,2,44,7
Thinking about suicide constantly. Can't escape these thoughts. Thinking about suicide constantly. Can't escape these thoughts.,crisis,2,127,16
Work-life balance is completely off. Need a break.,high_stress,1,50,8
"Yesterday, feeling overwhelmed by responsibilities.",high_stress,1,51,5
"This week, had a difficult conversation today. still feeling tense. Worried about my health. Need to see a doctor soon.",high_stress,1,119,20
Had a nice dinner with friends. Good times!,low_stress,0,43,8
had a good conversation with my family today. Had a productive workout session this morning.,low_stress,0,92,15
"Today, i can't do this anymore. the suffering is too much.",crisis,2,58,11
"Today, had a difficult conversation today. still feeling tense.",high_stress,1,63,9
I'm a burden to everyone. They'd be better off without me.,crisis,2,58,11
I've been planning to hurt myself. Can't take it anymore.,crisis,2,57,10
can't stop thinking about ending everything. Feeling like there's no point in continuing.,crisis,2,89,13
"Today, completed my project on time. feeling accomplished!",low_stress,0,58,8
Had a great day at work today. Feeling productive and happy.,low_stress,0,60,11
Had a nice dinner with friends. Good times!,low_stress,0,43,8
Feeling completely hopeless. Nothing seems to matter. Can't stop thinking about ending everything.,crisis,2,98,13
Enjoying my new hobby. It's very relaxing.,low_stress,0,42,7
"Lately, just finished a nice walk in the park. the weather is beautiful.",low_stress,0,72,13
I don't see a way out of this situation anymore. The pain is unbearable. I don't want to feel this way anymore.,crisis,2,111,22
"Yesterday, haven't been sleeping well. mind keeps racing at night.",high_stress,1,66,10
"This month, can't stop thinking about ending everything.",crisis,2,56,8
"This month, work has been really overwhelming lately. so many deadlines. Struggling to keep up with everything. Feeling exhausted.",high_stress,1,130,19
Work has been really overwhelming lately. So many deadlines.,high_stress,1,60,9
"Recently, can't seem to focus on anything. mind is all over the place.",high_stress,1,70,13
had a good conversation with my family today.,low_stress,0,45,8
Finished reading a great book. Highly recommend it.,low_stress,0,51,8
Relationship problems are causing a lot of stress.,high_stress,1,50,8
Had a nice dinner with friends. Good times! Had a productive workout session this morning.,low_stress,0,90,15
i want to disappear. nobody would even notice. Can't handle the pain anymore. Need it to stop.,crisis,2,94,17
"Lately, financial stress is getting to me. bills keep piling up.",high_stress,1,64,11
"This week, feeling anxious about the upcoming presentation.",high_stress,1,59,8
Feeling overwhelmed by responsibilities. Haven't been sleeping well. Mind keeps racing at night.,high_stress,1,96,13
"This month, i want to disappear. nobody would even notice.",crisis,2,58,10
"This month, the darkness is overwhelming. i see no light ahead.",crisis,2,63,11
Feeling completely hopeless. Nothing seems to matter.,crisis,2,53,7
"Recently, worried about my health. need to see a doctor soon. Financial stress is getting to me. Bills keep piling up.",high_stress,1,118,21
"This month, feeling isolated. haven't seen friends in weeks. Feeling overwhelmed by responsibilities.",high_stress,1,101,13
Worried about my health. Need to see a doctor soon. Haven't been sleeping well. Mind keeps racing at night.,high_stress,1,107,19
I don't see a way out of this situation anymore.,crisis,2,48,10
I've been planning to hurt myself. Can't take it anymore.,crisis,2,57,10
Work has been really overwhelming lately. So many deadlines. Feeling overwhelmed by responsibilities.,high_stress,1,101,13
Feeling burned out. Everything feels like too much.,high_stress,1,51,8
Can't seem to focus on anything. Mind is all over the place. Anxiety has been high this week. Hard to relax.,high_stress,1,108,21
"Yesterday, feeling positive about the future.",low_stress,0,45,6
"Today, enjoying my new hobby. it's very relaxing.",low_stress,0,49,8
Looking forward to the vacation next month.,low_stress,0,43,7
Had a restful sleep last night. Feeling refreshed.,low_stress,0,50,8
Feeling like there's no point in continuing. Can't handle the pain anymore. Need it to stop.,crisis,2,92,16
Feeling overwhelmed by responsibilities.,high_stress,1,40,4
"Recently, everyone would be happier if i wasn't around. Can't handle the pain anymore. Need it to stop.",crisis,2,103,18
"This month, i'm a burden to everyone. they'd be better off without me.",crisis,2,70,13
"Recently, worried about my health. need to see a doctor soon. Haven't been sleeping well. Mind keeps racing at night.",high_stress,1,117,20
"This week, worried about my health. need to see a doctor soon. Feeling anxious about the upcoming presentation.",high_stress,1,111,18
"This month, i don't see a way out of this situation anymore. I don't see a way out of this situation anymore.",crisis,2,109,22
Having trouble managing my emotions lately.,high_stress,1,43,6
"Today, feeling isolated. haven't seen friends in weeks. Feeling isolated. Haven't seen friends in weeks.",high_stress,1,104,15
"This week, work has been really overwhelming lately. so many deadlines.",high_stress,1,71,11
I don't see a way out of this situation anymore.,crisis,2,48,10
"This month, feeling content with life right now.",low_stress,0,48,8
"Recently, feeling positive about the future.",low_stress,0,44,6
"Recently, i'm going to end it all soon. made my decision.",crisis,2,57,11
"Recently, just finished a nice walk in the park. the weather is beautiful.",low_stress,0,74,13
Had a good conversation with my family today. Made progress on my goals today. Feeling motivated.,low_stress,0,97,16
Everyone would be happier if I wasn't around. The pain is unbearable. I don't want to feel this way anymore.,crisis,2,108,20
Had a productive workout session this morning.,low_stress,0,46,7
Looking forward to the vacation next month.,low_stress,0,43,7
"This week, made progress on my goals today. feeling motivated.",low_stress,0,62,10
The pain is unbearable. I don't want to feel this way anymore.,crisis,2,62,12
"This week, i can't do this anymore. the suffering is too much. Thinking about suicide constantly. Can't escape these thoughts.",crisis,2,126,20
The pain is unbearable. I don't want to feel this way anymore. Feeling like there's no point in continuing.,crisis,2,107,19
Had a great day at work today. Feeling productive and happy. Had a great day at work today. Feeling productive and happy.,low_stress,0,121,22
"This month, feeling burned out. everything feels like too much.",high_stress,1,63,10
"Recently, i've been planning to hurt myself. can't take it anymore.",crisis,2,67,11
Work-life balance is completely off. Need a break.,high_stress,1,50,8
Had a productive workout session this morning. Had a nice dinner with friends. Good times!,low_stress,0,90,15
I've been planning to hurt myself. Can't take it anymore. I want to disappear. Nobody would even notice.,crisis,2,104,18
"Recently, worried about my health. need to see a doctor soon.",high_stress,1,61,11
"This week, struggling to keep up with everything. feeling exhausted. Can't seem to focus on anything. Mind is all over the place.",high_stress,1,129,22
Had a restful sleep last night. Feeling refreshed.,low_stress,0,50,8
"Yesterday, i'm a burden to everyone. they'd be better off without me.",crisis,2,69,12
"This month, can't handle the pain anymore. need it to stop.",crisis,2,59,11
"This month, work-life balance is completely off. need a break. Anxiety has been high this week. Hard to relax.",high_stress,1,110,19
Made progress on my goals today. Feeling motivated.,low_stress,0,51,8
Everyone would be happier if I wasn't around.,crisis,2,45,8
Can't stop thinking about ending everything.,crisis,2,44,6
thinking about suicide constantly. can't escape these thoughts.,crisis,2,63,8
feeling content with life right now.,low_stress,0,36,6
Can't seem to focus on anything. Mind is all over the place.,high_stress,1,60,12
"Yesterday, feeling overwhelmed by responsibilities.",high_stress,1,51,5
Can't stop thinking about ending everything. Life feels meaningless. I don't want to be here.,crisis,2,93,15
Work-life balance is completely off. Need a break.,high_stress,1,50,8
Had a restful sleep last night. Feeling refreshed.,low_stress,0,50,8
"Lately, grateful for the support from my colleagues.",low_stress,0,52,8
"Lately, had a restful sleep last night. feeling refreshed. Feeling positive about the future.",low_stress,0,93,14
Financial stress is getting to me. Bills keep piling up.,high_stress,1,56,10
"Today, feeling isolated. haven't seen friends in weeks.",high_stress,1,55,8
Had a great day at work today. Feeling productive and happy.,low_stress,0,60,11
Feeling content with life right now. Feeling positive about the future.,low_stress,0,71,11
"Today, excited about the weekend plans with friends.",low_stress,0,52,8
Feeling content with life right now. Feeling content with life right now.,low_stress,0,73,12
Haven't been sleeping well. Mind keeps racing at night.,high_stress,1,55,9
I want to disappear. Nobody would even notice.,crisis,2,46,8
Had a productive workout session this morning. Had a restful sleep last night. Feeling refreshed.,low_stress,0,97,15
"Yesterday, everyone would be happier if i wasn't around.",crisis,2,56,9
"This week, enjoying my new hobby. it's very relaxing.",low_stress,0,53,9
Struggling to keep up with everything. Feeling exhausted. Relationship problems are causing a lot of stress.,high_stress,1,108,16
"This week, had a great day at work today. feeling productive and happy.",low_stress,0,71,13
"This week, feeling like there's no point in continuing.",crisis,2,55,9
Looking forward to the vacation next month.,low_stress,0,43,7
"Recently, had a difficult conversation today. still feeling tense.",high_stress,1,66,9
Feeling overwhelmed by responsibilities.,high_stress,1,40,4
relationship problems are causing a lot of stress. Feeling anxious about the upcoming presentation.,high_stress,1,99,14
"This month, can't stop thinking about ending everything.",crisis,2,56,8
I'm going to end it all soon. Made my decision.,crisis,2,47,10
"Recently, everyone would be happier if i wasn't around. Feeling like there's no point in continuing.",crisis,2,100,16
Feeling anxious about the upcoming presentation. Can't seem to focus on anything. Mind is all over the place.,high_stress,1,109,18
I want to disappear. Nobody would even notice. Everyone would be happier if I wasn't around.,crisis,2,92,16
"Recently, i can't do this anymore. the suffering is too much.",crisis,2,61,11
"This month, work has been really overwhelming lately. so many deadlines.",high_stress,1,72,11
Had a nice dinner with friends. Good times!,low_stress,0,43,8
Thinking about suicide constantly. Can't escape these thoughts.,crisis,2,63,8
"Lately, had a productive workout session this morning.",low_stress,0,54,8
Had a good conversation with my family today.,low_stress,0,45,8
"This week, can't handle the pain anymore. need it to stop.",crisis,2,58,11
Can't seem to focus on anything. Mind is all over the place. Relationship problems are causing a lot of stress.,high_stress,1,111,20
"This week, had a nice dinner with friends. good times!",low_stress,0,54,10
"Yesterday, enjoying my new hobby. it's very relaxing. Had a great day at work today. Feeling productive and happy.",low_stress,0,114,19
"Recently, work-life balance is completely off. need a break.",high_stress,1,60,9
"Lately, anxiety has been high this week. hard to relax.",high_stress,1,55,10
The pain is unbearable. I don't want to feel this way anymore.,crisis,2,62,12
I can't do this anymore. The suffering is too much.,crisis,2,51,10
work has been really overwhelming lately. so many deadlines. Having trouble managing my emotions lately.,high_stress,1,104,15
Having trouble managing my emotions lately. Can't seem to focus on anything. Mind is all over the place.,high_stress,1,104,18
"Recently, i'm a burden to everyone. they'd be better off without me.",crisis,2,68,12
"This week, looking forward to the vacation next month.",low_stress,0,54,9
"Lately, i've been planning to hurt myself. can't take it anymore. I'm a burden to everyone. They'd be better off without me.",crisis,2,124,22
"Lately, having trouble managing my emotions lately.",high_stress,1,51,7
"This week, anxiety has been high this week. hard to relax.",high_stress,1,58,11
Grateful for the support from my colleagues.,low_stress,0,44,7
"This month, i want to disappear. nobody would even notice.",crisis,2,58,10
"Recently, i want to disappear. nobody would even notice.",crisis,2,56,9
The darkness is overwhelming. I see no light ahead.,crisis,2,51,9
Can't stop thinking about ending everything.,crisis,2,44,6
"Yesterday, feeling overwhelmed by responsibilities.",high_stress,1,51,5
"Lately, i can't do this anymore. the suffering is too much.",crisis,2,59,11
had a restful sleep last night. feeling refreshed.,low_stress,0,50,8
"This month, had a difficult conversation today. still feeling tense.",high_stress,1,68,10
"This month, life feels meaningless. i don't want to be here.",crisis,2,60,11
Financial stress is getting to me. Bills keep piling up.,high_stress,1,56,10
"Yesterday, haven't been sleeping well. mind keeps racing at night. Work-life balance is completely off. Need a break.",high_stress,1,117,18
The darkness is overwhelming. I see no light ahead.,crisis,2,51,9
Had a nice dinner with friends. Good times!,low_stress,0,43,8
"Lately, relationship problems are causing a lot of stress.",high_stress,1,58,9
"Yesterday, had a restful sleep last night. feeling refreshed. Looking forward to the vacation next month.",low_stress,0,105,16
"This week, thinking about suicide constantly. can't escape these thoughts.",crisis,2,74,10
Feeling content with life right now. Enjoying my new hobby. It's very relaxing.,low_stress,0,79,13
"Yesterday, financial stress is getting to me. bills keep piling up.",high_stress,1,67,11
Completed my project on time. Feeling accomplished! Looking forward to the vacation next month.,low_stress,0,95,14
"This month, having trouble managing my emotions lately.",high_stress,1,55,8
"Yesterday, just finished a nice walk in the park. the weather is beautiful. Excited about the weekend plans with friends.",low_stress,0,121,20
enjoying my new hobby. it's very relaxing.,low_stress,0,42,7
"This week, excited about the weekend plans with friends. Completed my project on time. Feeling accomplished!",low_stress,0,108,16
Anxiety has been high this week. Hard to relax. Feeling anxious about the upcoming presentation.,high_stress,1,96,15
Feeling isolated. Haven't seen friends in weeks.,high_stress,1,48,7
Feeling content with life right now.,low_stress,0,36,6
"Lately, had a nice dinner with friends. good times!",low_stress,0,51,9
"Yesterday, can't handle the pain anymore. need it to stop.",crisis,2,58,10
"Today, work has been really overwhelming lately. so many deadlines.",high_stress,1,67,10
Had a difficult conversation today. Still feeling tense.,high_stress,1,56,8
"Today, relationship problems are causing a lot of stress. Feeling isolated. Haven't seen friends in weeks.",high_stress,1,106,16
Anxiety has been high this week. Hard to relax.,high_stress,1,47,9
Can't stop thinking about ending everything. Can't stop thinking about ending everything.,crisis,2,89,12
Had a restful sleep last night. Feeling refreshed.,low_stress,0,50,8
Grateful for the support from my colleagues.,low_stress,0,44,7
Feeling like there's no point in continuing. Life feels meaningless. I don't want to be here.,crisis,2,93,16
Having trouble managing my emotions lately.,high_stress,1,43,6
Work-life balance is completely off. Need a break.,high_stress,1,50,8
Feeling overwhelmed by responsibilities. Work has been really overwhelming lately. So many deadlines.,high_stress,1,101,13
